intensity,two_theta_deg,theta_deg,theta_rad,sintheta,two_sin_theta,d-spacing,sin_squared_theta
5,30,15,0.261799388,0.258819045,0.51763809,2.975051545,0.066987298
5.1,32.5,16.25,0.283616003,0.279829014,0.559658028,2.751680353,0.078304277
5.2,29.25,14.625,0.255254403,0.252491577,0.504983154,3.04960668,0.063751996
5.3,33.75,16.875,0.294524311,0.290284677,0.580569355,2.652568531,0.084265194
5.4,35.75,17.875,0.311977604,0.306941377,0.613882754,2.508622354,0.094213009
5.5,37,18.5,0.322885912,0.317304656,0.634609313,2.426689884,0.100682245
5.6,28.75,14.375,0.25089108,0.248267239,0.496534479,3.101496605,0.061636622
5.7,29.5,14.75,0.257436065,0.254601948,0.509203896,3.024328782,0.064822152
5.8,27.25,13.625,0.237801111,0.235566189,0.471132377,3.268720372,0.055491429
5.9,27.5,13.75,0.239982772,0.237685892,0.475371785,3.239569637,0.056494583
6,30.75,15.375,0.268344372,0.265135426,0.530270852,2.90417622,0.070296794
6.1,25.25,12.625,0.220347818,0.218569045,0.437138089,3.522914241,0.047772427
6.2,21.75,10.875,0.189804556,0.188666965,0.377333929,4.081265638,0.035595224
6.3,26,13,0.226892803,0.224951054,0.449902109,3.422966842,0.050602977
6.4,30,15,0.261799388,0.258819045,0.51763809,2.975051545,0.066987298
6.5,26.75,13.375,0.233437787,0.231323428,0.462646856,3.328672789,0.053510528
6.6,25.25,12.625,0.220347818,0.218569045,0.437138089,3.522914241,0.047772427
6.7,21.5,10.75,0.187622895,0.186524036,0.373048072,4.128154293,0.034791216
6.8,21,10.5,0.183259571,0.182235525,0.364471051,4.225301285,0.033209787
6.9,26.75,13.375,0.233437787,0.231323428,0.462646856,3.328672789,0.053510528
7,18.75,9.375,0.163624617,0.162895473,0.325790947,4.726957625,0.026534935
7.1,24.25,12.125,0.211621172,0.210045181,0.420090363,3.665877956,0.044118978
7.2,26.5,13.25,0.231256126,0.229200391,0.458400782,3.359505614,0.052532819
7.3,23.25,11.625,0.202894526,0.201505322,0.403010645,3.821239018,0.040604395
7.4,19,9.5,0.165806279,0.165047606,0.330095212,4.665320627,0.027240712
7.5,20.5,10.25,0.178896248,0.177943545,0.355887091,4.327215117,0.031663905
7.6,20.75,10.375,0.18107791,0.180089964,0.360179928,4.275640811,0.032432395
7.7,19.25,9.625,0.167987941,0.167198953,0.334397906,4.605292003,0.02795549
7.8,14.75,7.375,0.128718032,0.128362886,0.256725772,5.998618628,0.016477031
7.9,23.75,11.875,0.207257849,0.205777211,0.411554421,3.74191096,0.04234426
8,18.5,9.25,0.161442956,0.160742566,0.321485131,4.790268198,0.025838172
8.1,19.75,9.875,0.172351264,0.171499249,0.342998498,4.489815582,0.029411992
8.2,16,8,0.13962634,0.139173101,0.278346202,5.532678331,0.019369152
8.3,20,10,0.174532925,0.173648178,0.347296355,4.434253272,0.03015369
8.4,20.75,10.375,0.18107791,0.180089964,0.360179928,4.275640811,0.032432395
8.5,18.75,9.375,0.163624617,0.162895473,0.325790947,4.726957625,0.026534935
8.6,19,9.5,0.165806279,0.165047606,0.330095212,4.665320627,0.027240712
8.7,18.5,9.25,0.161442956,0.160742566,0.321485131,4.790268198,0.025838172
8.8,12.75,6.375,0.11126474,0.111035309,0.222070617,6.934731033,0.01232884
8.9,16.5,8.25,0.143989663,0.143492622,0.286985244,5.366129556,0.020590133
9,15.75,7.875,0.137444679,0.137012342,0.274024683,5.619931683,0.018772382
9.1,15.75,7.875,0.137444679,0.137012342,0.274024683,5.619931683,0.018772382
9.2,20.25,10.125,0.176714587,0.17579628,0.35159256,4.380069933,0.030904332
9.3,17.5,8.75,0.15271631,0.152123386,0.304246772,5.061680648,0.023141525
9.4,17.25,8.625,0.150534648,0.149966756,0.299933511,5.134471284,0.022490028
9.5,18,9,0.157079633,0.156434465,0.31286893,4.922188981,0.024471742
9.6,21.25,10.625,0.185441233,0.18438022,0.368760439,4.176152962,0.033996065
9.7,16.25,8.125,0.141808002,0.141333198,0.282666396,5.448118431,0.019975073
9.8,15.25,7.625,0.133081355,0.132688877,0.265377754,5.803048585,0.017606338
9.9,13.75,6.875,0.119991386,0.119703655,0.239407311,6.432552106,0.014328965
10,15,7.5,0.130899694,0.130526192,0.261052384,5.899199133,0.017037087
10.1,15,7.5,0.130899694,0.130526192,0.261052384,5.899199133,0.017037087
10.2,14.75,7.375,0.128718032,0.128362886,0.256725772,5.998618628,0.016477031
10.3,14.75,7.375,0.128718032,0.128362886,0.256725772,5.998618628,0.016477031
10.4,16.25,8.125,0.141808002,0.141333198,0.282666396,5.448118431,0.019975073
10.5,14.25,7.125,0.124354709,0.124034451,0.248068903,6.207952637,0.015384545
10.6,15.25,7.625,0.133081355,0.132688877,0.265377754,5.803048585,0.017606338
10.7,16.25,8.125,0.141808002,0.141333198,0.282666396,5.448118431,0.019975073
10.8,14,7,0.122173048,0.121869343,0.243738687,6.318241967,0.014852137
10.9,16.25,8.125,0.141808002,0.141333198,0.282666396,5.448118431,0.019975073
11,16.25,8.125,0.141808002,0.141333198,0.282666396,5.448118431,0.019975073
11.1,15.5,7.75,0.135263017,0.13485093,0.269701861,5.710008811,0.018184773
11.2,14.5,7.25,0.126536371,0.126198969,0.252397938,6.101476147,0.01592618
11.3,12,6,0.104719755,0.104528463,0.209056927,7.36641462,0.0109262
11.4,13.75,6.875,0.119991386,0.119703655,0.239407311,6.432552106,0.014328965
11.5,14.5,7.25,0.126536371,0.126198969,0.252397938,6.101476147,0.01592618
11.6,13.75,6.875,0.119991386,0.119703655,0.239407311,6.432552106,0.014328965
11.7,11,5.5,0.095993109,0.095845753,0.191691505,8.033741504,0.009186408
11.8,12.25,6.125,0.106901417,0.106697923,0.213395846,7.216635324,0.011384447
11.9,13.25,6.625,0.115628063,0.11537058,0.23074116,6.674145166,0.013310371
12,14.75,7.375,0.128718032,0.128362886,0.256725772,5.998618628,0.016477031
12.1,13.75,6.875,0.119991386,0.119703655,0.239407311,6.432552106,0.014328965
12.2,16.5,8.25,0.143989663,0.143492622,0.286985244,5.366129556,0.020590133
12.3,12.25,6.125,0.106901417,0.106697923,0.213395846,7.216635324,0.011384447
12.4,11,5.5,0.095993109,0.095845753,0.191691505,8.033741504,0.009186408
12.5,14.25,7.125,0.124354709,0.124034451,0.248068903,6.207952637,0.015384545
12.6,13.5,6.75,0.117809725,0.117537397,0.235074795,6.551106428,0.01381504
12.7,15.25,7.625,0.133081355,0.132688877,0.265377754,5.803048585,0.017606338
12.8,12.25,6.125,0.106901417,0.106697923,0.213395846,7.216635324,0.011384447
12.9,12.75,6.375,0.11126474,0.111035309,0.222070617,6.934731033,0.01232884
13,12.5,6.25,0.109083078,0.108866875,0.21773375,7.072858489,0.011851996
13.1,13.5,6.75,0.117809725,0.117537397,0.235074795,6.551106428,0.01381504
13.2,16.5,8.25,0.143989663,0.143492622,0.286985244,5.366129556,0.020590133
13.3,12.25,6.125,0.106901417,0.106697923,0.213395846,7.216635324,0.011384447
13.4,16.5,8.25,0.143989663,0.143492622,0.286985244,5.366129556,0.020590133
13.5,25.5,12.75,0.22252948,0.220697435,0.44139487,3.488939506,0.048707358
13.6,24,12,0.20943951,0.207911691,0.415823382,3.703495445,0.043227271
13.7,28.75,14.375,0.25089108,0.248267239,0.496534479,3.101496605,0.061636622
13.8,31.75,15.875,0.277071019,0.273539554,0.547079108,2.814949389,0.074823888
13.9,42,21,0.366519143,0.35836795,0.716735899,2.148629644,0.128427587
14,51,25.5,0.445058959,0.430511097,0.861022194,1.788571783,0.185339804
14.1,70,35,0.610865238,0.573576436,1.147152873,1.342454033,0.328989928
14.2,56.75,28.375,0.495237175,0.475240345,0.950480689,1.620232812,0.225853385
14.3,22.25,11.125,0.194167879,0.192950118,0.385900236,3.99066872,0.037229748
14.4,20.75,10.375,0.18107791,0.180089964,0.360179928,4.275640811,0.032432395
14.5,15.5,7.75,0.135263017,0.13485093,0.269701861,5.710008811,0.018184773
14.6,16.5,8.25,0.143989663,0.143492622,0.286985244,5.366129556,0.020590133
14.7,14.5,7.25,0.126536371,0.126198969,0.252397938,6.101476147,0.01592618
14.8,13.5,6.75,0.117809725,0.117537397,0.235074795,6.551106428,0.01381504
14.9,11,5.5,0.095993109,0.095845753,0.191691505,8.033741504,0.009186408
15,11.25,5.625,0.09817477,0.09801714,0.196034281,7.855768873,0.00960736
15.1,12,6,0.104719755,0.104528463,0.209056927,7.36641462,0.0109262
15.2,12.75,6.375,0.11126474,0.111035309,0.222070617,6.934731033,0.01232884
15.3,8.75,4.375,0.076358155,0.076283975,0.152567949,10.09386316,0.005819245
15.4,12.25,6.125,0.106901417,0.106697923,0.213395846,7.216635324,0.011384447
15.5,11.75,5.875,0.102538094,0.102358506,0.204717012,7.522579508,0.010477264
15.6,13,6.5,0.113446401,0.113203214,0.226406428,6.801927033,0.012814968
15.7,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
15.8,13.5,6.75,0.117809725,0.117537397,0.235074795,6.551106428,0.01381504
15.9,11.25,5.625,0.09817477,0.09801714,0.196034281,7.855768873,0.00960736
16,11,5.5,0.095993109,0.095845753,0.191691505,8.033741504,0.009186408
16.1,12.5,6.25,0.109083078,0.108866875,0.21773375,7.072858489,0.011851996
16.2,11,5.5,0.095993109,0.095845753,0.191691505,8.033741504,0.009186408
16.3,11,5.5,0.095993109,0.095845753,0.191691505,8.033741504,0.009186408
16.4,10.75,5.375,0.093811447,0.093673909,0.187347817,8.220005038,0.008774801
16.5,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
16.6,11.5,5.75,0.100356432,0.100188062,0.200376123,7.685546437,0.010037648
16.7,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
16.8,10.25,5.125,0.089448124,0.089328893,0.178657787,8.619831408,0.007979651
16.9,9.75,4.875,0.085084801,0.084982177,0.169964355,9.060723364,0.00722197
17,5.75,2.875,0.050178216,0.050157162,0.100314323,15.35174586,0.002515741
17.1,11.25,5.625,0.09817477,0.09801714,0.196034281,7.855768873,0.00960736
17.2,8.75,4.375,0.076358155,0.076283975,0.152567949,10.09386316,0.005819245
17.3,7.25,3.625,0.063268185,0.063225985,0.12645197,12.17853707,0.003997525
17.4,11.5,5.75,0.100356432,0.100188062,0.200376123,7.685546437,0.010037648
17.5,11,5.5,0.095993109,0.095845753,0.191691505,8.033741504,0.009186408
17.6,11.25,5.625,0.09817477,0.09801714,0.196034281,7.855768873,0.00960736
17.7,14.5,7.25,0.126536371,0.126198969,0.252397938,6.101476147,0.01592618
17.8,13.25,6.625,0.115628063,0.11537058,0.23074116,6.674145166,0.013310371
17.9,12.5,6.25,0.109083078,0.108866875,0.21773375,7.072858489,0.011851996
18,14.75,7.375,0.128718032,0.128362886,0.256725772,5.998618628,0.016477031
18.1,15,7.5,0.130899694,0.130526192,0.261052384,5.899199133,0.017037087
18.2,23.75,11.875,0.207257849,0.205777211,0.411554421,3.74191096,0.04234426
18.3,29.5,14.75,0.257436065,0.254601948,0.509203896,3.024328782,0.064822152
18.4,17.5,8.75,0.15271631,0.152123386,0.304246772,5.061680648,0.023141525
18.5,10.25,5.125,0.089448124,0.089328893,0.178657787,8.619831408,0.007979651
18.6,7.75,3.875,0.067631509,0.067579962,0.135159925,11.39390988,0.004567051
18.7,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
18.8,10.5,5.25,0.091629786,0.091501619,0.183003237,8.41515168,0.008372546
18.9,8.75,4.375,0.076358155,0.076283975,0.152567949,10.09386316,0.005819245
19,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
19.1,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
19.2,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
19.3,11.25,5.625,0.09817477,0.09801714,0.196034281,7.855768873,0.00960736
19.4,6.75,3.375,0.058904862,0.058870804,0.117741607,13.07948851,0.003465772
19.5,10.25,5.125,0.089448124,0.089328893,0.178657787,8.619831408,0.007979651
19.6,7.25,3.625,0.063268185,0.063225985,0.12645197,12.17853707,0.003997525
19.7,10.5,5.25,0.091629786,0.091501619,0.183003237,8.41515168,0.008372546
19.8,9.5,4.75,0.082903139,0.082808208,0.165616415,9.298595189,0.006857199
19.9,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
20,7.25,3.625,0.063268185,0.063225985,0.12645197,12.17853707,0.003997525
20.1,8.75,4.375,0.076358155,0.076283975,0.152567949,10.09386316,0.005819245
20.2,9.5,4.75,0.082903139,0.082808208,0.165616415,9.298595189,0.006857199
20.3,9.5,4.75,0.082903139,0.082808208,0.165616415,9.298595189,0.006857199
20.4,9.5,4.75,0.082903139,0.082808208,0.165616415,9.298595189,0.006857199
20.5,11.75,5.875,0.102538094,0.102358506,0.204717012,7.522579508,0.010477264
20.6,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
20.7,12.5,6.25,0.109083078,0.108866875,0.21773375,7.072858489,0.011851996
20.8,15,7.5,0.130899694,0.130526192,0.261052384,5.899199133,0.017037087
20.9,14.5,7.25,0.126536371,0.126198969,0.252397938,6.101476147,0.01592618
21,18,9,0.157079633,0.156434465,0.31286893,4.922188981,0.024471742
21.1,25.25,12.625,0.220347818,0.218569045,0.437138089,3.522914241,0.047772427
21.2,28,14,0.244346095,0.241921896,0.483843791,3.182845431,0.058526204
21.3,27,13.5,0.235619449,0.233445364,0.466890728,3.298416329,0.054496738
21.4,15,7.5,0.130899694,0.130526192,0.261052384,5.899199133,0.017037087
21.5,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
21.6,8.25,4.125,0.071994832,0.071932653,0.143865306,10.7044571,0.005174307
21.7,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
21.8,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
21.9,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
22,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
22.1,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
22.2,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
22.3,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
22.4,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
22.5,7.75,3.875,0.067631509,0.067579962,0.135159925,11.39390988,0.004567051
22.6,8.25,4.125,0.071994832,0.071932653,0.143865306,10.7044571,0.005174307
22.7,6.25,3.125,0.054541539,0.054514502,0.109029003,14.124682,0.002971831
22.8,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
22.9,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
23,6.25,3.125,0.054541539,0.054514502,0.109029003,14.124682,0.002971831
23.1,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
23.2,7.25,3.625,0.063268185,0.063225985,0.12645197,12.17853707,0.003997525
23.3,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
23.4,10.25,5.125,0.089448124,0.089328893,0.178657787,8.619831408,0.007979651
23.5,4.25,2.125,0.037088247,0.037079744,0.074159489,20.76605465,0.001374907
23.6,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
23.7,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
23.8,6.75,3.375,0.058904862,0.058870804,0.117741607,13.07948851,0.003465772
23.9,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
24,5.75,2.875,0.050178216,0.050157162,0.100314323,15.35174586,0.002515741
24.1,6.75,3.375,0.058904862,0.058870804,0.117741607,13.07948851,0.003465772
24.2,6.25,3.125,0.054541539,0.054514502,0.109029003,14.124682,0.002971831
24.3,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
24.4,6.25,3.125,0.054541539,0.054514502,0.109029003,14.124682,0.002971831
24.5,7.25,3.625,0.063268185,0.063225985,0.12645197,12.17853707,0.003997525
24.6,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
24.7,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
24.8,6.75,3.375,0.058904862,0.058870804,0.117741607,13.07948851,0.003465772
24.9,7.25,3.625,0.063268185,0.063225985,0.12645197,12.17853707,0.003997525
25,8.25,4.125,0.071994832,0.071932653,0.143865306,10.7044571,0.005174307
25.1,6.25,3.125,0.054541539,0.054514502,0.109029003,14.124682,0.002971831
25.2,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
25.3,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
25.4,7.25,3.625,0.063268185,0.063225985,0.12645197,12.17853707,0.003997525
25.5,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
25.6,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
25.7,8.75,4.375,0.076358155,0.076283975,0.152567949,10.09386316,0.005819245
25.8,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
25.9,9.25,4.625,0.080721478,0.080633844,0.161267687,9.549340158,0.006501817
26,12.25,6.125,0.106901417,0.106697923,0.213395846,7.216635324,0.011384447
26.1,9.75,4.875,0.085084801,0.084982177,0.169964355,9.060723364,0.00722197
26.2,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
26.3,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
26.4,13.25,6.625,0.115628063,0.11537058,0.23074116,6.674145166,0.013310371
26.5,11.25,5.625,0.09817477,0.09801714,0.196034281,7.855768873,0.00960736
26.6,17,8.5,0.148352986,0.147809411,0.295618822,5.209411188,0.021847622
26.7,22.75,11.375,0.198531202,0.197229598,0.394459195,3.904079354,0.038899514
26.8,30.5,15.25,0.266162711,0.263031214,0.526062429,2.927409211,0.06918542
26.9,46.5,23.25,0.405789051,0.394743856,0.789487713,1.950632005,0.155822712
27,67.25,33.625,0.586866961,0.553754927,1.107509854,1.390506815,0.306644519
27.1,73,36.5,0.637045177,0.594822787,1.189645574,1.294503199,0.353814148
27.2,37.75,18.875,0.329430896,0.32350458,0.64700916,2.380182687,0.104655213
27.3,18.75,9.375,0.163624617,0.162895473,0.325790947,4.726957625,0.026534935
27.4,13.5,6.75,0.117809725,0.117537397,0.235074795,6.551106428,0.01381504
27.5,11.25,5.625,0.09817477,0.09801714,0.196034281,7.855768873,0.00960736
27.6,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
27.7,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
27.8,9.5,4.75,0.082903139,0.082808208,0.165616415,9.298595189,0.006857199
27.9,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
28,6.75,3.375,0.058904862,0.058870804,0.117741607,13.07948851,0.003465772
28.1,5.75,2.875,0.050178216,0.050157162,0.100314323,15.35174586,0.002515741
28.2,9.25,4.625,0.080721478,0.080633844,0.161267687,9.549340158,0.006501817
28.3,8.25,4.125,0.071994832,0.071932653,0.143865306,10.7044571,0.005174307
28.4,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
28.5,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
28.6,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
28.7,6.75,3.375,0.058904862,0.058870804,0.117741607,13.07948851,0.003465772
28.8,6.25,3.125,0.054541539,0.054514502,0.109029003,14.124682,0.002971831
28.9,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
29,8.75,4.375,0.076358155,0.076283975,0.152567949,10.09386316,0.005819245
29.1,5.75,2.875,0.050178216,0.050157162,0.100314323,15.35174586,0.002515741
29.2,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
29.3,7.25,3.625,0.063268185,0.063225985,0.12645197,12.17853707,0.003997525
29.4,6.25,3.125,0.054541539,0.054514502,0.109029003,14.124682,0.002971831
29.5,9.75,4.875,0.085084801,0.084982177,0.169964355,9.060723364,0.00722197
29.6,12.25,6.125,0.106901417,0.106697923,0.213395846,7.216635324,0.011384447
29.7,17.25,8.625,0.150534648,0.149966756,0.299933511,5.134471284,0.022490028
29.8,22.75,11.375,0.198531202,0.197229598,0.394459195,3.904079354,0.038899514
29.9,38.5,19.25,0.335975881,0.329690645,0.659381291,2.335522742,0.108695922
30,65.5,32.75,0.57159533,0.540974471,1.081948943,1.423357369,0.292653379
30.1,89.75,44.875,0.783216502,0.705562432,1.411124864,1.091327947,0.497818345
30.2,47,23.5,0.410152374,0.398749069,0.797498138,1.931038992,0.15900082
30.3,20.75,10.375,0.18107791,0.180089964,0.360179928,4.275640811,0.032432395
30.4,12.75,6.375,0.11126474,0.111035309,0.222070617,6.934731033,0.01232884
30.5,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
30.6,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
30.7,7.75,3.875,0.067631509,0.067579962,0.135159925,11.39390988,0.004567051
30.8,7.75,3.875,0.067631509,0.067579962,0.135159925,11.39390988,0.004567051
30.9,6.75,3.375,0.058904862,0.058870804,0.117741607,13.07948851,0.003465772
31,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
31.1,6,3,0.052359878,0.052335956,0.104671912,14.71263841,0.002739052
31.2,7.25,3.625,0.063268185,0.063225985,0.12645197,12.17853707,0.003997525
31.3,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
31.4,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
31.5,6.75,3.375,0.058904862,0.058870804,0.117741607,13.07948851,0.003465772
31.6,7,3.5,0.061086524,0.06104854,0.122097079,12.61291434,0.003726924
31.7,7.75,3.875,0.067631509,0.067579962,0.135159925,11.39390988,0.004567051
31.8,6.75,3.375,0.058904862,0.058870804,0.117741607,13.07948851,0.003465772
31.9,5.5,2.75,0.047996554,0.047978129,0.095956257,16.04897948,0.002301901
32,5,2.5,0.043633231,0.043619387,0.087238775,17.65270093,0.001902651
32.1,7.5,3.75,0.065449847,0.065403129,0.130806258,11.77313699,0.004277569
32.2,6.75,3.375,0.058904862,0.058870804,0.117741607,13.07948851,0.003465772
32.3,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
32.4,9.5,4.75,0.082903139,0.082808208,0.165616415,9.298595189,0.006857199
32.5,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
32.6,8.75,4.375,0.076358155,0.076283975,0.152567949,10.09386316,0.005819245
32.7,8.5,4.25,0.074176493,0.07410849,0.14821698,10.39017254,0.005492068
32.8,8,4,0.06981317,0.069756474,0.139512947,11.03840201,0.004865966
32.9,9,4.5,0.078539816,0.078459096,0.156918191,9.814031029,0.00615583
33,14.25,7.125,0.124354709,0.124034451,0.248068903,6.207952637,0.015384545
33.1,17,8.5,0.148352986,0.147809411,0.295618822,5.209411188,0.021847622
33.2,23.5,11.75,0.205076187,0.203641751,0.407283502,3.781149964,0.041469963
33.3,24,12,0.20943951,0.207911691,0.415823382,3.703495445,0.043227271
33.4,13.75,6.875,0.119991386,0.119703655,0.239407311,6.432552106,0.014328965
33.5,9.75,4.875,0.085084801,0.084982177,0.169964355,9.060723364,0.00722197
33.6,13.5,6.75,0.117809725,0.117537397,0.235074795,6.551106428,0.01381504
33.7,6.5,3.25,0.056723201,0.056692788,0.113385575,13.58197459,0.003214072
33.8,10,5,0.087266463,0.087155743,0.174311485,8.834759199,0.007596123
33.9,9.25,4.625,0.080721478,0.080633844,0.161267687,9.549340158,0.006501817
34,12.75,6.375,0.11126474,0.111035309,0.222070617,6.934731033,0.01232884
34.1,10.25,5.125,0.089448124,0.089328893,0.178657787,8.619831408,0.007979651
34.2,9.5,4.75,0.082903139,0.082808208,0.165616415,9.298595189,0.006857199
34.3,10.75,5.375,0.093811447,0.093673909,0.187347817,8.220005038,0.008774801
34.4,13,6.5,0.113446401,0.113203214,0.226406428,6.801927033,0.012814968
34.5,14.25,7.125,0.124354709,0.124034451,0.248068903,6.207952637,0.015384545
34.6,19.5,9.75,0.170169602,0.169349504,0.338699008,4.546809896,0.028679254
34.7,22.5,11.25,0.196349541,0.195090322,0.390180644,3.94688979,0.038060234
34.8,14.5,7.25,0.126536371,0.126198969,0.252397938,6.101476147,0.01592618
34.9,19.25,9.625,0.167987941,0.167198953,0.334397906,4.605292003,0.02795549
35,24.75,12.375,0.215984495,0.214309153,0.428618306,3.592940334,0.045928413
35.1,30.5,15.25,0.266162711,0.263031214,0.526062429,2.927409211,0.06918542
35.2,66,33,0.575958653,0.544639035,1.08927807,1.413780413,0.296631678
35.3,151.25,75.625,1.319905247,0.96869158,1.937383161,0.794886645,0.938363378
35.4,312.75,156.375,2.729258618,0.400748833,0.801497666,1.921402975,0.160599627
35.5,264.25,132.125,2.306016274,0.741683242,1.483366483,1.038179046,0.550094031
35.6,143.25,71.625,1.250092077,0.949013649,1.898027298,0.811368731,0.900626906
35.7,56.75,28.375,0.495237175,0.475240345,0.950480689,1.620232812,0.225853385
35.8,32.75,16.375,0.285797665,0.28192285,0.563845701,2.731243669,0.079480494
35.9,29.5,14.75,0.257436065,0.254601948,0.509203896,3.024328782,0.064822152
36,34.25,17.125,0.298887634,0.294457341,0.588914681,2.614979808,0.086705125
